NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Div_win_pct,Conf,Conf_win_pct,Non-Conf,Strk,Last 5,season,Home_wins,Home_losses,Home_ties,Road_wins,Road_losses,Road_ties,Div_wins,Div_losses,Div_ties,Conf_wins,Conf_losses,Conf_ties,Non-Conf_wins,Non-Conf_losses,Non-Conf_ties,Last 5_wins,Last 5_losses,Last 5_ties
Atlanta Falcons,7,9,0,0.438,414,423,-9,4 - 4 - 0,3 - 5 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,0 - 4 - 0,3W,3 - 2 - 0,2018,4,4,0,3,5,0,4,2,0,7,5,0,0,4,0,3,2,0
Carolina Panthers,7,9,0,0.438,376,382,-6,5 - 3 - 0,2 - 6 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,2 - 2 - 0,1W,1 - 4 - 0,2018,5,3,0,2,6,0,2,4,0,5,7,0,2,2,0,1,4,0
Cleveland Browns,7,8,1,0.469,359,392,-33,5 - 2 - 1,2 - 6 - 0,3 - 2 - 1,0.583,5 - 6 - 1,0.458,2 - 2 - 0,1L,3 - 2 - 0,2018,5,2,1,2,6,0,3,2,1,5,6,1,2,2,0,3,2,0
Miami Dolphins,7,9,0,0.438,319,433,-114,6 - 2 - 0,1 - 7 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 3 - 0,3L,2 - 3 - 0,2018,6,2,0,1,7,0,4,2,0,6,6,0,1,3,0,2,3,0
Washington Commanders,7,9,0,0.438,281,359,-78,3 - 5 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 3 - 0,2L,1 - 4 - 0,2018,3,5,0,4,4,0,2,4,0,6,6,0,1,3,0,1,4,0
Minnesota Vikings,8,7,1,0.531,360,341,19,5 - 3 - 0,3 - 4 - 1,3 - 2 - 1,0.583,6 - 5 - 1,0.542,2 - 2 - 0,1L,2 - 3 - 0,2018,5,3,0,3,4,1,3,2,1,6,5,1,2,2,0,2,3,0
Philadelphia Eagles,9,7,0,0.563,367,348,19,5 - 3 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,3 - 1 - 0,3W,4 - 1 - 0,2018,5,3,0,4,4,0,4,2,0,6,6,0,3,1,0,4,1,0
Pittsburgh Steelers,9,6,1,0.594,428,360,68,5 - 3 - 0,4 - 3 - 1,4 - 1 - 1,0.75,6 - 5 - 1,0.542,3 - 1 - 0,1W,2 - 3 - 0,2018,5,3,0,4,3,1,4,1,1,6,5,1,3,1,0,2,3,0
Tennessee Titans,9,7,0,0.563,310,303,7,6 - 2 - 0,3 - 5 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,4 - 0 - 0,1L,4 - 1 - 0,2018,6,2,0,3,5,0,3,3,0,5,7,0,4,0,0,4,1,0
Baltimore Ravens,10,6,0,0.625,389,287,102,6 - 2 - 0,4 - 4 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,2 - 2 - 0,3W,4 - 1 - 0,2018,6,2,0,4,4,0,3,3,0,8,4,0,2,2,0,4,1,0
Dallas Cowboys,10,6,0,0.625,339,324,15,7 - 1 - 0,3 - 5 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,1 - 3 - 0,2W,4 - 1 - 0,2018,7,1,0,3,5,0,5,1,0,9,3,0,1,3,0,4,1,0
Indianapolis Colts,10,6,0,0.625,433,344,89,6 - 2 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,3 - 1 - 0,4W,4 - 1 - 0,2018,6,2,0,4,4,0,4,2,0,7,5,0,3,1,0,4,1,0
Seattle Seahawks,10,6,0,0.625,428,347,81,6 - 2 - 0,4 - 4 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,2 - 2 - 0,2W,4 - 1 - 0,2018,6,2,0,4,4,0,3,3,0,8,4,0,2,2,0,4,1,0
Houston Texans,11,5,0,0.688,402,316,86,6 - 2 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,2 - 2 - 0,1W,3 - 2 - 0,2018,6,2,0,5,3,0,4,2,0,9,3,0,2,2,0,3,2,0
New England Patriots,11,5,0,0.688,436,325,111,8 - 0 - 0,3 - 5 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,3 - 1 - 0,2W,3 - 2 - 0,2018,8,0,0,3,5,0,5,1,0,8,4,0,3,1,0,3,2,0
Chicago Bears,12,4,0,0.75,421,283,138,7 - 1 - 0,5 - 3 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,2 - 2 - 0,4W,4 - 1 - 0,2018,7,1,0,5,3,0,5,1,0,10,2,0,2,2,0,4,1,0
Kansas City Chiefs,12,4,0,0.75,565,421,144,7 - 1 - 0,5 - 3 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,2 - 2 - 0,1W,3 - 2 - 0,2018,7,1,0,5,3,0,5,1,0,10,2,0,2,2,0,3,2,0
Los Angeles Chargers,12,4,0,0.75,428,329,99,5 - 3 - 0,7 - 1 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,1W,4 - 1 - 0,2018,5,3,0,7,1,0,4,2,0,9,3,0,3,1,0,4,1,0
Los Angeles Rams,13,3,0,0.813,527,384,143,7 - 1 - 0,6 - 2 - 0,6 - 0 - 0,1.0,9 - 3 - 0,0.75,4 - 0 - 0,2W,3 - 2 - 0,2018,7,1,0,6,2,0,6,0,0,9,3,0,4,0,0,3,2,0
New Orleans Saints,13,3,0,0.813,504,353,151,6 - 2 - 0,7 - 1 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,4 - 0 - 0,1L,3 - 2 - 0,2018,6,2,0,7,1,0,4,2,0,9,3,0,4,0,0,3,2,0
Cincinnati Bengals,2,14,0,0.125,279,420,-141,2 - 6 - 0,0 - 8 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,0 - 4 - 0,1W,2 - 3 - 0,2019,2,6,0,0,8,0,1,5,0,2,10,0,0,4,0,2,3,0
Detroit Lions,3,12,1,0.219,341,423,-82,2 - 6 - 0,1 - 6 - 1,0 - 6 - 0,0.0,2 - 9 - 1,0.208,1 - 3 - 0,9L,0 - 5 - 0,2019,2,6,0,1,6,1,0,6,0,2,9,1,1,3,0,0,5,0
Washington Commanders,3,13,0,0.188,266,435,-169,1 - 7 - 0,2 - 6 - 0,0 - 6 - 0,0.0,2 - 10 - 0,0.167,1 - 3 - 0,4L,1 - 4 - 0,2019,1,7,0,2,6,0,0,6,0,2,10,0,1,3,0,1,4,0
New York Giants,4,12,0,0.25,341,451,-110,2 - 6 - 0,2 - 6 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,1 - 3 - 0,1L,2 - 3 - 0,2019,2,6,0,2,6,0,2,4,0,3,9,0,1,3,0,2,3,0
Arizona Cardinals,5,10,1,0.344,361,442,-81,2 - 5 - 1,3 - 5 - 0,1 - 5 - 0,0.167,3 - 8 - 1,0.292,2 - 2 - 0,1L,2 - 3 - 0,2019,2,5,1,3,5,0,1,5,0,3,8,1,2,2,0,2,3,0
Carolina Panthers,5,11,0,0.313,340,470,-130,2 - 6 - 0,3 - 5 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,3 - 1 - 0,8L,0 - 5 - 0,2019,2,6,0,3,5,0,1,5,0,2,10,0,3,1,0,0,5,0
Los Angeles Chargers,5,11,0,0.313,337,345,-8,2 - 6 - 0,3 - 5 - 0,0 - 6 - 0,0.0,3 - 9 - 0,0.25,2 - 2 - 0,3L,1 - 4 - 0,2019,2,6,0,3,5,0,0,6,0,3,9,0,2,2,0,1,4,0
Miami Dolphins,5,11,0,0.313,306,494,-188,3 - 5 - 0,2 - 6 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,1 - 3 - 0,2W,3 - 2 - 0,2019,3,5,0,2,6,0,2,4,0,4,8,0,1,3,0,3,2,0
Cleveland Browns,6,10,0,0.375,335,393,-58,4 - 4 - 0,2 - 6 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,0 - 4 - 0,3L,1 - 4 - 0,2019,4,4,0,2,6,0,3,3,0,6,6,0,0,4,0,1,4,0
Jacksonville Jaguars,6,10,0,0.375,300,397,-97,3 - 5 - 0,3 - 5 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,0 - 4 - 0,1W,2 - 3 - 0,2019,3,5,0,3,5,0,2,4,0,6,6,0,0,4,0,2,3,0
Atlanta Falcons,7,9,0,0.438,381,399,-18,3 - 5 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 3 - 0,4W,4 - 1 - 0,2019,3,5,0,4,4,0,4,2,0,6,6,0,1,3,0,4,1,0
Denver Broncos,7,9,0,0.438,282,316,-34,5 - 3 - 0,2 - 6 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,2W,4 - 1 - 0,2019,5,3,0,2,6,0,3,3,0,6,6,0,1,3,0,4,1,0
Indianapolis Colts,7,9,0,0.438,361,373,-12,5 - 3 - 0,2 - 6 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,2 - 2 - 0,1L,1 - 4 - 0,2019,5,3,0,2,6,0,3,3,0,5,7,0,2,2,0,1,4,0
Las Vegas Raiders,7,9,0,0.438,313,419,-106,5 - 3 - 0,2 - 6 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,2 - 2 - 0,1L,1 - 4 - 0,2019,5,3,0,2,6,0,3,3,0,5,7,0,2,2,0,1,4,0
New York Jets,7,9,0,0.438,276,359,-83,5 - 3 - 0,2 - 6 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,3 - 1 - 0,2W,3 - 2 - 0,2019,5,3,0,2,6,0,2,4,0,4,8,0,3,1,0,3,2,0
Tampa Bay Buccaneers,7,9,0,0.438,458,449,9,2 - 6 - 0,5 - 3 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,2 - 2 - 0,2L,3 - 2 - 0,2019,2,6,0,5,3,0,2,4,0,5,7,0,2,2,0,3,2,0
Chicago Bears,8,8,0,0.5,280,298,-18,4 - 4 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,1 - 3 - 0,1W,3 - 2 - 0,2019,4,4,0,4,4,0,4,2,0,7,5,0,1,3,0,3,2,0
Dallas Cowboys,8,8,0,0.5,434,321,113,5 - 3 - 0,3 - 5 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,1 - 3 - 0,1W,2 - 3 - 0,2019,5,3,0,3,5,0,5,1,0,7,5,0,1,3,0,2,3,0
Pittsburgh Steelers,8,8,0,0.5,289,303,-14,5 - 3 - 0,3 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 2 - 0,3L,2 - 3 - 0,2019,5,3,0,3,5,0,3,3,0,6,6,0,2,2,0,2,3,0
Los Angeles Rams,9,7,0,0.563,394,364,30,5 - 3 - 0,4 - 4 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,1W,3 - 2 - 0,2019,5,3,0,4,4,0,3,3,0,7,5,0,2,2,0,3,2,0
Philadelphia Eagles,9,7,0,0.563,385,354,31,5 - 3 - 0,4 - 4 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,2 - 2 - 0,4W,4 - 1 - 0,2019,5,3,0,4,4,0,5,1,0,7,5,0,2,2,0,4,1,0
Tennessee Titans,9,7,0,0.563,402,331,71,4 - 4 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,1W,3 - 2 - 0,2019,4,4,0,5,3,0,3,3,0,7,5,0,2,2,0,3,2,0
Buffalo Bills,10,6,0,0.625,314,259,55,4 - 4 - 0,6 - 2 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,2L,2 - 3 - 0,2019,4,4,0,6,2,0,3,3,0,7,5,0,3,1,0,2,3,0
Houston Texans,10,6,0,0.625,378,385,-7,5 - 3 - 0,5 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,2 - 2 - 0,1L,3 - 2 - 0,2019,5,3,0,5,3,0,4,2,0,8,4,0,2,2,0,3,2,0
Minnesota Vikings,10,6,0,0.625,407,303,104,6 - 2 - 0,4 - 4 - 0,2 - 4 - 0,0.333,7 - 5 - 0,0.583,3 - 1 - 0,2L,2 - 3 - 0,2019,6,2,0,4,4,0,2,4,0,7,5,0,3,1,0,2,3,0
Seattle Seahawks,11,5,0,0.688,405,398,7,4 - 4 - 0,7 - 1 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,3 - 1 - 0,2L,2 - 3 - 0,2019,4,4,0,7,1,0,3,3,0,8,4,0,3,1,0,2,3,0
Kansas City Chiefs,12,4,0,0.75,451,308,143,5 - 3 - 0,7 - 1 - 0,6 - 0 - 0,1.0,9 - 3 - 0,0.75,3 - 1 - 0,6W,5 - 0 - 0,2019,5,3,0,7,1,0,6,0,0,9,3,0,3,1,0,5,0,0
New England Patriots,12,4,0,0.75,420,225,195,6 - 2 - 0,6 - 2 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,4 - 0 - 0,1L,2 - 3 - 0,2019,6,2,0,6,2,0,5,1,0,8,4,0,4,0,0,2,3,0
Green Bay Packers,13,3,0,0.813,376,313,63,7 - 1 - 0,6 - 2 - 0,6 - 0 - 0,1.0,10 - 2 - 0,0.833,3 - 1 - 0,5W,5 - 0 - 0,2019,7,1,0,6,2,0,6,0,0,10,2,0,3,1,0,5,0,0
New Orleans Saints,13,3,0,0.813,458,341,117,6 - 2 - 0,7 - 1 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,4 - 0 - 0,3W,4 - 1 - 0,2019,6,2,0,7,1,0,5,1,0,9,3,0,4,0,0,4,1,0
San Francisco 49ers,13,3,0,0.813,479,310,169,6 - 2 - 0,7 - 1 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,3 - 1 - 0,2W,3 - 2 - 0,2019,6,2,0,7,1,0,5,1,0,10,2,0,3,1,0,3,2,0
Baltimore Ravens,14,2,0,0.875,531,282,249,7 - 1 - 0,7 - 1 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,4 - 0 - 0,12W,5 - 0 - 0,2019,7,1,0,7,1,0,5,1,0,10,2,0,4,0,0,5,0,0
Jacksonville Jaguars,1,15,0,0.063,306,492,-186,1 - 7 - 0,0 - 8 - 0,1 - 5 - 0,0.167,1 - 11 - 0,0.083,0 - 4 - 0,15L,0 - 5 - 0,2020,1,7,0,0,8,0,1,5,0,1,11,0,0,4,0,0,5,0
New York Jets,2,14,0,0.125,243,457,-214,1 - 7 - 0,1 - 7 - 0,0 - 6 - 0,0.0,1 - 11 - 0,0.083,1 - 3 - 0,1L,2 - 3 - 0,2020,1,7,0,1,7,0,0,6,0,1,11,0,1,3,0,2,3,0
Atlanta Falcons,4,12,0,0.25,396,414,-18,2 - 6 - 0,2 - 6 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,2 - 2 - 0,5L,0 - 5 - 0,2020,2,6,0,2,6,0,1,5,0,2,10,0,2,2,0,0,5,0
Cincinnati Bengals,4,11,1,0.281,311,424,-113,3 - 5 - 0,1 - 6 - 1,1 - 5 - 0,0.167,4 - 8 - 0,0.333,0 - 3 - 1,1L,2 - 3 - 0,2020,3,5,0,1,6,1,1,5,0,4,8,0,0,3,1,2,3,0
Houston Texans,4,12,0,0.25,384,464,-80,2 - 6 - 0,2 - 6 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,1 - 3 - 0,5L,0 - 5 - 0,2020,2,6,0,2,6,0,2,4,0,3,9,0,1,3,0,0,5,0
Philadelphia Eagles,4,11,1,0.281,334,418,-84,3 - 4 - 1,1 - 7 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,0 - 3 - 1,3L,1 - 4 - 0,2020,3,4,1,1,7,0,2,4,0,4,8,0,0,3,1,1,4,0
Carolina Panthers,5,11,0,0.313,350,402,-52,2 - 6 - 0,3 - 5 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,1 - 3 - 0,1L,1 - 4 - 0,2020,2,6,0,3,5,0,1,5,0,4,8,0,1,3,0,1,4,0
Denver Broncos,5,11,0,0.313,323,446,-123,2 - 6 - 0,3 - 5 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,1 - 3 - 0,3L,1 - 4 - 0,2020,2,6,0,3,5,0,1,5,0,4,8,0,1,3,0,1,4,0
Detroit Lions,5,11,0,0.313,377,519,-142,1 - 7 - 0,4 - 4 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,1 - 3 - 0,4L,1 - 4 - 0,2020,1,7,0,4,4,0,1,5,0,4,8,0,1,3,0,1,4,0
Dallas Cowboys,6,10,0,0.375,395,473,-78,4 - 4 - 0,2 - 6 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,1 - 3 - 0,1L,3 - 2 - 0,2020,4,4,0,2,6,0,2,4,0,5,7,0,1,3,0,3,2,0
New York Giants,6,10,0,0.375,280,357,-77,3 - 5 - 0,3 - 5 - 0,4 - 2 - 0,0.667,5 - 7 - 0,0.417,1 - 3 - 0,1W,2 - 3 - 0,2020,3,5,0,3,5,0,4,2,0,5,7,0,1,3,0,2,3,0
San Francisco 49ers,6,10,0,0.375,376,390,-14,1 - 7 - 0,5 - 3 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,2 - 2 - 0,1L,1 - 4 - 0,2020,1,7,0,5,3,0,3,3,0,4,8,0,2,2,0,1,4,0
Los Angeles Chargers,7,9,0,0.438,384,426,-42,4 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,4W,4 - 1 - 0,2020,4,4,0,3,5,0,3,3,0,6,6,0,1,3,0,4,1,0
Minnesota Vikings,7,9,0,0.438,430,475,-45,3 - 5 - 0,4 - 4 - 0,4 - 2 - 0,0.667,5 - 7 - 0,0.417,2 - 2 - 0,1W,2 - 3 - 0,2020,3,5,0,4,4,0,4,2,0,5,7,0,2,2,0,2,3,0
New England Patriots,7,9,0,0.438,326,353,-27,5 - 3 - 0,2 - 6 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,1W,2 - 3 - 0,2020,5,3,0,2,6,0,3,3,0,6,6,0,1,3,0,2,3,0
Washington Commanders,7,9,0,0.438,335,329,6,3 - 5 - 0,4 - 4 - 0,4 - 2 - 0,0.667,5 - 7 - 0,0.417,2 - 2 - 0,1W,3 - 2 - 0,2020,3,5,0,4,4,0,4,2,0,5,7,0,2,2,0,3,2,0
Arizona Cardinals,8,8,0,0.5,410,367,43,4 - 4 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,2 - 2 - 0,2L,2 - 3 - 0,2020,4,4,0,4,4,0,2,4,0,6,6,0,2,2,0,2,3,0
Chicago Bears,8,8,0,0.5,372,370,2,3 - 5 - 0,5 - 3 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,2 - 2 - 0,1L,3 - 2 - 0,2020,3,5,0,5,3,0,2,4,0,6,6,0,2,2,0,3,2,0
Las Vegas Raiders,8,8,0,0.5,434,478,-44,2 - 6 - 0,6 - 2 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,2 - 2 - 0,1W,2 - 3 - 0,2020,2,6,0,6,2,0,4,2,0,6,6,0,2,2,0,2,3,0
Los Angeles Rams,10,6,0,0.625,372,296,76,6 - 2 - 0,4 - 4 - 0,3 - 3 - 0,0.5,9 - 3 - 0,0.75,1 - 3 - 0,1W,3 - 2 - 0,2020,6,2,0,4,4,0,3,3,0,9,3,0,1,3,0,3,2,0
Miami Dolphins,10,6,0,0.625,404,338,66,5 - 3 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,1L,3 - 2 - 0,2020,5,3,0,5,3,0,3,3,0,7,5,0,3,1,0,3,2,0
Baltimore Ravens,11,5,0,0.688,468,303,165,5 - 3 - 0,6 - 2 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,4 - 0 - 0,5W,5 - 0 - 0,2020,5,3,0,6,2,0,4,2,0,7,5,0,4,0,0,5,0,0
Cleveland Browns,11,5,0,0.688,408,419,-11,6 - 2 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,4 - 0 - 0,1W,3 - 2 - 0,2020,6,2,0,5,3,0,3,3,0,7,5,0,4,0,0,3,2,0
Indianapolis Colts,11,5,0,0.688,451,362,89,6 - 2 - 0,5 - 3 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,4 - 0 - 0,1W,4 - 1 - 0,2020,6,2,0,5,3,0,4,2,0,7,5,0,4,0,0,4,1,0
Tampa Bay Buccaneers,11,5,0,0.688,492,355,137,5 - 3 - 0,6 - 2 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,3 - 1 - 0,4W,4 - 1 - 0,2020,5,3,0,6,2,0,4,2,0,8,4,0,3,1,0,4,1,0
Tennessee Titans,11,5,0,0.688,491,439,52,5 - 3 - 0,6 - 2 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,3 - 1 - 0,1W,3 - 2 - 0,2020,5,3,0,6,2,0,5,1,0,8,4,0,3,1,0,3,2,0
New Orleans Saints,12,4,0,0.75,482,337,145,6 - 2 - 0,6 - 2 - 0,6 - 0 - 0,1.0,10 - 2 - 0,0.833,2 - 2 - 0,2W,3 - 2 - 0,2020,6,2,0,6,2,0,6,0,0,10,2,0,2,2,0,3,2,0
Pittsburgh Steelers,12,4,0,0.75,416,312,104,7 - 1 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,1L,1 - 4 - 0,2020,7,1,0,5,3,0,4,2,0,9,3,0,3,1,0,1,4,0
Seattle Seahawks,12,4,0,0.75,459,371,88,7 - 1 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,4W,4 - 1 - 0,2020,7,1,0,5,3,0,4,2,0,9,3,0,3,1,0,4,1,0
Buffalo Bills,13,3,0,0.813,501,375,126,7 - 1 - 0,6 - 2 - 0,6 - 0 - 0,1.0,10 - 2 - 0,0.833,3 - 1 - 0,6W,5 - 0 - 0,2020,7,1,0,6,2,0,6,0,0,10,2,0,3,1,0,5,0,0
Green Bay Packers,13,3,0,0.813,509,369,140,7 - 1 - 0,6 - 2 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,3 - 1 - 0,6W,5 - 0 - 0,2020,7,1,0,6,2,0,5,1,0,10,2,0,3,1,0,5,0,0
Kansas City Chiefs,14,2,0,0.875,473,362,111,6 - 2 - 0,8 - 0 - 0,4 - 2 - 0,0.667,10 - 2 - 0,0.833,4 - 0 - 0,1L,4 - 1 - 0,2020,6,2,0,8,0,0,4,2,0,10,2,0,4,0,0,4,1,0
Detroit Lions,3,13,1,0.206,325,467,-142,3 - 5 - 0,0 - 8 - 1,2 - 4 - 0,0.333,3 - 9 - 0,0.25,0 - 4 - 1,1W,2 - 3 - 0,2021,3,5,0,0,8,1,2,4,0,3,9,0,0,4,1,2,3,0
Jacksonville Jaguars,3,14,0,0.176,253,457,-204,3 - 6 - 0,0 - 8 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,0 - 5 - 0,1W,1 - 4 - 0,2021,3,6,0,0,8,0,1,5,0,3,9,0,0,5,0,1,4,0
Houston Texans,4,13,0,0.235,280,452,-172,2 - 7 - 0,2 - 6 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,0 - 5 - 0,2L,2 - 3 - 0,2021,2,7,0,2,6,0,3,3,0,4,8,0,0,5,0,2,3,0
New York Giants,4,13,0,0.235,258,416,-158,3 - 5 - 0,1 - 8 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,1 - 4 - 0,6L,0 - 5 - 0,2021,3,5,0,1,8,0,1,5,0,3,9,0,1,4,0,0,5,0
New York Jets,4,13,0,0.235,310,504,-194,3 - 6 - 0,1 - 7 - 0,0 - 6 - 0,0.0,4 - 8 - 0,0.333,0 - 5 - 0,2L,1 - 4 - 0,2021,3,6,0,1,7,0,0,6,0,4,8,0,0,5,0,1,4,0
Carolina Panthers,5,12,0,0.294,304,404,-100,2 - 6 - 0,3 - 6 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,2 - 3 - 0,7L,0 - 5 - 0,2021,2,6,0,3,6,0,2,4,0,3,9,0,2,3,0,0,5,0
Chicago Bears,6,11,0,0.353,311,407,-96,3 - 5 - 0,3 - 6 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,2 - 3 - 0,1L,2 - 3 - 0,2021,3,5,0,3,6,0,2,4,0,4,8,0,2,3,0,2,3,0
Atlanta Falcons,7,10,0,0.412,313,459,-146,2 - 6 - 0,5 - 4 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,3 - 2 - 0,2L,2 - 3 - 0,2021,2,6,0,5,4,0,2,4,0,4,8,0,3,2,0,2,3,0
Denver Broncos,7,10,0,0.412,335,322,13,4 - 5 - 0,3 - 5 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,4 - 1 - 0,4L,1 - 4 - 0,2021,4,5,0,3,5,0,1,5,0,3,9,0,4,1,0,1,4,0
Seattle Seahawks,7,10,0,0.412,395,366,29,3 - 5 - 0,4 - 5 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,3 - 2 - 0,2W,3 - 2 - 0,2021,3,5,0,4,5,0,3,3,0,4,8,0,3,2,0,3,2,0
Washington Commanders,7,10,0,0.412,335,434,-99,3 - 5 - 0,4 - 5 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 4 - 0,1W,1 - 4 - 0,2021,3,5,0,4,5,0,2,4,0,6,6,0,1,4,0,1,4,0
Baltimore Ravens,8,9,0,0.471,387,392,-5,5 - 4 - 0,3 - 5 - 0,1 - 5 - 0,0.167,5 - 7 - 0,0.417,3 - 2 - 0,6L,0 - 5 - 0,2021,5,4,0,3,5,0,1,5,0,5,7,0,3,2,0,0,5,0
Cleveland Browns,8,9,0,0.471,349,371,-22,6 - 3 - 0,2 - 6 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,3 - 2 - 0,1W,2 - 3 - 0,2021,6,3,0,2,6,0,3,3,0,5,7,0,3,2,0,2,3,0
Minnesota Vikings,8,9,0,0.471,425,426,-1,5 - 3 - 0,3 - 6 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,2 - 3 - 0,1W,3 - 2 - 0,2021,5,3,0,3,6,0,4,2,0,6,6,0,2,3,0,3,2,0
Indianapolis Colts,9,8,0,0.529,451,365,86,4 - 5 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 3 - 0,2L,3 - 2 - 0,2021,4,5,0,5,3,0,3,3,0,7,5,0,2,3,0,3,2,0
Los Angeles Chargers,9,8,0,0.529,474,459,15,5 - 4 - 0,4 - 4 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,3 - 2 - 0,1L,2 - 3 - 0,2021,5,4,0,4,4,0,3,3,0,6,6,0,3,2,0,2,3,0
Miami Dolphins,9,8,0,0.529,341,373,-32,6 - 3 - 0,3 - 5 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,3 - 2 - 0,1W,4 - 1 - 0,2021,6,3,0,3,5,0,4,2,0,6,6,0,3,2,0,4,1,0
